"site","record_type","year","month","day","running_day_of_project","julian_day","pH_air_eqll","anc_ueq_L","spec_conductance_us_cm","apparent_color_pcu","Ca_ueq_L","Mg_ueq_L","K_ueq_L","Na_ueq_L","Cl_ueq_L","NO3_ueq_L","SO4_ueq_L","Si_mg_L","NH4_ueq_L","Al_ppb","volume_mL","vol_converted_to_depth_mm","belfort_gage_depth_mm","comment","campbell_depth_in","total_P_ppb","total_N_ppm"
"AERCA","REG",1995,3,1,3347,60,4.47,-41.6,17,5,1.5,2.5,0.8,4.8,6,21,18,0,8.3,0.26,2288.9,33.71,35.306,,,,
"AEREA","REG",1995,3,1,3347,60,4.47,-42.6,17,5,2,1.6,0.8,5.2,6,21.4,18,0,9.4,0.19,2751.3,40.53,43.18,,,,
"AERCA","REG",1995,3,7,3353,66,4.65,-29.9,13.2,8,2.5,3.3,1,13.1,7,10.3,25,0,6.1,0.07,869.5,12.81,10.414,,,,
"AEREA","REG",1995,3,7,3353,66,4.78,-22.5,9.1,3,2.5,1.6,0.5,6.5,7,5.6,15,0,5,0.11,667.3,9.83,8.89,,,,
"AERCA","REG",1995,3,14,3360,73,4.8,-22.3,20.4,4,6,18.9,2.6,80.9,90,8,24,0,5,0.48,1732.1,25.51,32.512,,,,
"AEREA","REG",1995,3,14,3360,73,4.8,-22.4,18.6,2,4.5,16.5,1.8,71.3,75,7.7,21,0,3.9,0.26,2362.8,34.8,37.338,,,,
"AERCA","REG",1995,3,21,3367,80,4.21,-77.4,33.9,4,3,1.6,1.3,8.3,9,31.2,61,0,27.1,0.19,1036.9,15.27,18.288,,,,
"AEREA","REG",1995,3,21,3367,80,4.4,-50,20.7,4,1,0.8,0.5,3,5,18,35,0,15.5,0.07,1058,15.58,17.272,,,,
"AERCA","REG",1995,3,28,3374,87,4.85,-12.5,9.7,,2.5,2.5,1,12.6,14,5.2,14,0,6.1,0.15,365,5.38,2.54,,,,
"AEREA","REG",1995,3,28,3374,87,4.79,-41,10,,2.5,2.5,0.5,10.9,14,4.8,12,0,6.1,0.04,433.8,6.39,6.858,,,,
"AERCA","REG",1995,4,4,3381,94,4.65,-23,12.7,,3,2.5,1,10,12,11.4,18,0,8.9,0.3,371.4,5.47,3.302,,,,
"AEREA","REG",1995,4,4,3381,94,4.57,-29.1,15.6,6,2.5,4.1,0.8,18.3,19,16,18,0.71,7.2,0.22,504.8,7.44,7.62,,,,
"AERCA","REG",1995,4,11,3388,101,4.06,-101.5,48.7,8,7,2.5,2,5.7,8,45.2,87,0,42.1,0.44,443.3,6.53,12.7,,,,
"AEREA","REG",1995,4,11,3388,101,4.17,-77.9,38.6,9,4,3.3,1,11.3,15,32.9,69,0,35.5,0.22,755.6,11.13,11.43,,,,
"AERCA","REG",1995,4,18,3395,108,4.49,-35.5,18.1,7,7,2.5,0.5,10,11,20.6,30,0,13.3,0.07,2852,42.01,41.402,,,,
"AEREA","REG",1995,4,18,3395,108,4.51,-32.4,16.2,6,5.5,2.5,0.5,10,13,18.3,27,0,13.3,0.04,2635.9,38.83,42.672,,,,
"AERCA","REG",1995,4,25,3402,115,4.34,-52.3,24.5,12,6,2.5,0.8,3.5,5,23.5,42,0,17.2,0.07,693.5,10.22,11.176,,,,
"AEREA","REG",1995,4,25,3402,115,4.36,-47.6,21.8,12,4.5,1.6,0.5,3,6,20.2,37,0,16.1,0.07,708.6,10.44,11.684,,,,
"AERCA","REG",1995,5,2,3409,122,4.21,-69.8,31.9,8,5,3.3,1.3,11.3,15,33.9,54,0,23.8,0.33,628.3,9.25,10.922,,,,
"AEREA","REG",1995,5,2,3409,122,4.18,-75.7,34.3,9,4.5,3.3,1.3,9.6,17,40,52,0,22.7,0.26,705.1,10.39,12.446,,,,
"AERCA","REG",1995,5,9,3416,129,4.69,,12.9,11,7,2.5,0.8,3.5,7,14,26,0.71,16.6,0.19,415.6,6.12,18.288,,,,
"AEREA","REG",1995,5,9,3416,129,4.78,-16.1,9.9,8,4.5,1.6,0.5,2.2,6,9.5,17,0.71,9.4,0.44,624.6,9.2,12.192,,,,
"AERCA","REG",1995,5,16,3423,136,5.03,-14.6,6,1,2,0.8,0.3,3.5,7,3.9,7,0.71,1.7,0.26,2066,30.43,32.004,,,,
"AEREA","REG",1995,5,16,3423,136,5.03,-13.9,5.4,2,1,0.8,0.3,3,6,3.4,5,0.71,1.1,0.19,1852,27.28,30.988,,,,
"AERCA","REG",1995,5,23,3430,143,4.66,-30.5,13.6,8,7.5,3.3,0.8,4.4,11,13.4,20,0.71,7.8,0.19,1617.5,23.83,22.352,,,,
"AEREA","REG",1995,5,23,3430,143,4.64,-31.2,13.5,8,4,1.6,0.5,4.8,7,14.7,21,0.71,7.8,0.22,1148.2,16.91,19.812,,,,
"AERCA","REG",1995,5,30,3437,150,4.33,-50.3,25.4,7,6.5,2.5,1.5,3,17,24,34,0,13.9,0.22,918,13.52,16.256,,,,
"AEREA","REG",1995,5,30,3437,150,4.34,-52,24.9,7,5,1.6,1.3,3.5,11,24.3,33,0,13.9,0.33,1003,14.77,14.224,,,,
"AERCA","REG",1995,6,6,3444,157,4.62,-29.7,13.3,6,2,0.8,0.5,0.9,3,14,19,0,8.9,0.33,1486,21.89,23.114,,,,
"AEREA","REG",1995,6,6,3444,157,4.58,-30.9,13.2,3,1.5,0.8,0.3,0.4,7,12.5,16,0,6.1,0.11,1633,24.05,23.876,,,,
"AERCA","REG",1995,6,13,3451,164,4.53,-34.8,16.2,5,3.5,0.8,0.8,2.6,5,19.1,26,0,14.4,0.26,1421,20.93,22.86,,,,
"AEREA","REG",1995,6,13,3451,164,4.59,-31.8,14.8,3,2,0.8,0.5,2.6,5,16.8,23,0,12.2,0.11,1431,21.08,21.59,,,,
"AERCA","REG",1995,6,20,3458,171,4.89,-15.9,7.8,21,5.5,0.8,1.3,0.4,2,7.7,13,0,7.2,0.11,2693,39.67,40.386,,,,
"AEREA","REG",1995,6,20,3458,171,4.91,-13.8,7.8,19,5,0.8,1,0,3,8.8,12,0,9.4,0.11,2681,39.49,37.846,,,,
"AERCA","REG",1995,7,5,3473,186,,-52.6,,,,,,,,,,,,,362,5.33,7.874,,,,
"AEREA","REG",1995,7,5,3473,186,,-54.6,,,,,,,,,,,,,555,8.17,7.62,,,,
"AERCA","REG",1995,7,11,3479,192,4.51,-35.4,15.3,12,8,1.6,1,2.6,7,16.7,23,0,19.9,0.59,206,3.03,5.08,,,,
"AERCA","REG",1995,7,18,3486,199,4.85,-19.4,8.4,7,3,0.8,0.3,0.4,2,10.1,14,0,6.6,0.07,4709.5,69.37,71.12,,,,
"AEREA","REG",1995,7,18,3486,199,4.89,-17,8.2,5,2.5,0.8,0.3,0,2,9.8,12,0,5.5,0,4713,69.42,66.548,,,,
"AERCA","REG",1995,7,25,3493,206,3.93,-146,64.1,19,14.5,4.9,1,2.6,18,83.4,89,1.42,46,1.11,86.9,1.28,4.318,,,,
"AERCA","REG",1995,8,1,3500,213,4.06,-100.4,45.5,3,8.5,2.5,1,2.6,7,56.2,66,0.71,23.3,0.89,,,7.62,,,,
"AERCA","REG",1995,8,8,3507,220,4.56,-30.5,21.8,4,3.5,1.6,42.4,3.5,14,22.9,50,2.49,15,0.48,1547,22.79,24.892,,,,
"AEREA","REG",1995,8,8,3507,220,4.23,-66.3,27.7,3,3,1.6,1,2.6,5,20.9,48,0.71,14.4,0.41,1454,21.42,22.86,,,,
"AERCA","REG",1995,8,15,3514,227,,,,,34.4,9.9,3.8,11.3,40,78.3,67,,,2.81,66.7,0.98,1.778,,,,
"AERCA","REG",1995,8,29,3528,241,4.63,-27.1,17.7,9,11.5,4.1,1.3,5.2,7,25.4,38,0,31,,512,7.54,5.334,,,,
"AEREA","REG",1995,8,29,3528,241,4.51,-35,19.7,7,13.5,3.3,0.5,2.2,7,27.4,36,0,28.8,0.33,529.2,7.79,7.366,,,,
"AERCA","REG",1995,9,5,3535,248,4.03,-110.9,52.9,21,28.4,9,2,19.1,23,71.9,71,,,0.96,61.7,0.91,1.016,,,,
"AERCA","REG",1995,9,12,3542,255,4.32,-56.5,27.1,12,5.5,2.5,1.5,7.8,8,20.4,53,0.71,22.2,0.78,872,12.84,11.43,,,,
"AEREA","REG",1995,9,12,3542,255,4.27,-62.1,29,11,5,1.6,0.5,4.4,8,21.8,53,0.71,22.2,0.89,862,12.7,13.97,,,,
"AERCA","REG",1995,9,19,3549,262,4.72,-22.9,12.9,3,5.5,2.5,1.5,13.1,13,11.1,23,0.71,12.7,0.19,2768,40.77,39.37,,,,
"AEREA","REG",1995,9,19,3549,262,4.72,-23.5,12.5,3,8.5,3.3,0.5,11.3,12,10.4,22,0.71,12.7,0.26,2921,43.03,41.91,,,,
"AERCA","REG",1995,9,26,3556,269,4.32,-51.8,27.1,5,12.5,7.4,4.3,6.1,7,23.5,48,0.71,15,0.3,1193.5,17.58,20.828,,,,
"AEREA","REG",1995,9,26,3556,269,4.22,-68.8,31.7,4,10,1.6,0.8,6.1,7,24.9,50,0.71,17.7,0.15,1068.9,15.74,16.256,,,,
"AERCA","REG",1995,10,3,3563,276,4.85,-18.1,10.3,4,3,2.5,1.8,9.1,10,11.5,15,,,0.19,147.7,2.18,4.826,,,,
"AERCA","REG",1995,10,10,3570,283,4.49,-44.4,16.1,5,1.5,0.8,0.3,1.7,3,16.7,24,0,7.8,0.19,4008.4,59.04,58.674,,,,
"AEREA","REG",1995,10,10,3570,283,4.65,-31.8,13.9,11,9,3.3,2.6,1.7,4,16.4,24,0,6.6,0.07,3588.8,52.86,54.356,,,,
"AERCA","REG",1995,10,17,3577,290,4.42,-52.5,21.8,8,5.5,4.1,1,15.2,18,27.2,28,0,8.9,0.3,1250.1,18.41,19.558,,,,
"AEREA","REG",1995,10,17,3577,290,4.59,-38.9,17.3,7,4.5,4.9,7.9,14.4,16,23.3,24,0,7.8,0.26,1321.4,19.46,20.32,,,,
"AERCA","REG",1995,10,24,3584,297,5.43,-8.1,8.6,2,4,9,1.3,40.5,43,2,7,0,0.6,0.3,2664.5,39.25,44.958,,,,
"AEREA","REG",1995,10,24,3584,297,5.66,-6.6,9.1,5,5.5,10.7,1.8,44.8,48,1.8,7,0,0,0.11,2903.1,42.76,39.624,,,,
"AERCA","REG",1995,10,31,3591,304,4.99,-17.9,7.9,4,3,3.3,0.8,13.1,14,7.8,10,0,3.3,0.15,2883,42.47,42.418,,,,
"AEREA","REG",1995,10,31,3591,304,5.02,-15.5,7.1,2,2.5,3.3,0.8,12.6,15,6.8,9,0,2.8,2,2980.6,43.9,39.37,,,,
"AERCA","REG",1995,11,7,3598,311,4.51,-45.1,16.2,4,2,1.6,0.5,6.5,9,16.6,20,0,3.3,0.37,1488.3,21.92,22.098,,,,
"AEREA","REG",1995,11,7,3598,311,4.48,-46.8,16.8,3,3,2.5,0.5,7.4,9,17.4,21,0,3.3,2,1208.3,17.8,18.796,,,,
"AERCA","REG",1995,11,14,3605,318,5.06,-11.3,10.8,4,3,9,1,39.6,41,4.8,11,0,3.9,0.11,5682.4,83.7,83.82,,,,
"AEREA","REG",1995,11,14,3605,318,4.97,-10.3,8.8,2,2.5,6.6,1,29.6,30,4.8,9,0,3.9,0.37,5501.3,81.03,81.788,,,,
"AERCA","REG",1995,11,21,3612,325,5.01,-18.2,9.2,3,,,,,29,3.8,11,0,2.2,,6109.5,89.99,95.504,,,,
"AEREA","REG",1995,11,21,3612,325,4.46,-47.7,23.1,2,,,,,43,24.9,21,0,4.4,,6025.1,88.75,78.994,,,,
"AERCA","REG",1995,11,28,3619,332,3.99,-128,53.9,9,,,,,19,75.1,65,0,31.6,,981.5,14.46,9.652,,,,
"AEREA","REG",1995,11,28,3619,332,4.08,-104,44.8,6,,,,,20,55.1,59,0,23.8,,574.3,8.46,8.128,,,,
"AERCA","REG",1995,12,5,3626,339,4.39,-47.8,14.4,33,,,,,12,31.3,23,0,13.9,,353.1,5.2,10.922,,,,
"AEREA","REG",1995,12,5,3626,339,4.6,-31.3,20.6,5,,,,,16,21.6,12,0,7.8,,443,6.53,11.176,,,,
"AERCA","REG",1995,12,12,3633,346,4.82,-17.2,12.1,8,,,,,33,5.1,16,0,3.3,,683.9,10.07,20.828,,,,
"AEREA","REG",1995,12,12,3633,346,4.86,-15.8,12.2,5,,,,,35,6.4,16,0,3.3,,1030,15.17,27.686,,,,
"AERCA","REG",1995,12,19,3640,353,4.6,-30.9,15,30,,,,,14,26.6,9,0,2.8,,301,4.43,6.858,,,,
"AEREA","REG",1995,12,19,3640,353,4.72,-25.4,,4,,,,,4,20.5,74,0,85.3,,216,3.18,3.81,,,,
"AERCA","REG",1995,12,28,3649,362,,,,,,,,,3,3.7,3,,,,2356.5,34.71,73.66,,,,
"AEREA","REG",1995,12,28,3649,362,5.24,-6.4,3.6,4,,,,,2,2.7,5,0,4.4,,2295.5,33.81,50.8,,,,
"AERCA","REG",1996,1,9,3661,9,5.62,-3.6,1.8,8,2,0,0,0.4,2,0,2,0,0,,1394,20.53,16.51,,,,
"AEREA","REG",1996,1,9,3661,9,5.12,-9.7,4.2,14,2.5,0,0.3,2.6,3,4.9,5,0,1.7,,797,11.74,16.256,,,,
"AEREA","REG",1996,1,16,3668,16,5,-11.4,5.8,9,0.5,0,0,0,10,6.8,6,0,1.7,,940.9,13.86,14.732,,,,
"AERCA","REG",1996,1,23,3675,23,4.63,-27.5,30.1,10,9.5,36.2,4.1,160.5,182,11.5,33,0,3.3,,1365.7,20.12,21.59,,,,
"AEREA","REG",1996,1,23,3675,23,4.57,-32.4,32.8,4,9,37.8,4.1,166.2,195,13.9,35,0,3.9,,1365.6,20.11,21.59,,,,
"AERCA","REG",1996,1,30,3682,30,4.73,-18,17.6,1,6.5,15.6,1.8,67.9,71,15.1,18,0,3.3,,4663,68.68,81.534,,,,
"AEREA","REG",1996,1,30,3682,30,4.86,-12.6,26.3,2,9,32.9,3.6,150.9,168,7.9,27,0,2.2,,4772.5,70.3,74.422,,,,
"AERCA","REG",1996,2,13,3696,44,4.22,-66.4,28.7,7,4.5,4.9,0.8,22.6,18,44.9,44,,,,1130.8,16.66,16.256,,,,
"AEREA","REG",1996,2,13,3696,44,4.17,-72.4,31.5,2,4,4.9,0.8,21.8,20,48.2,46,,,,1132.6,16.68,16.764,,,,
"AERCA","REG",1996,2,20,3703,51,4.6,-26.6,13.4,8,3.5,4.9,0.5,18.7,19,19.5,15,0,5.5,,1129,16.63,19.304,,,,
"AEREA","REG",1996,2,20,3703,51,4.56,-29.1,14.8,6,4,4.9,0.5,20.4,21,20.1,18,0,6.6,,879.6,12.96,18.288,,,,
"AERCA","REG",1996,2,27,3710,58,4.74,-18.2,12.3,5,3,9,1,37.4,38,10.6,15,0,4.4,,3712.1,54.68,53.34,,,,
"AEREA","REG",1996,2,27,3710,58,4.77,-15.8,13.1,3,4,10.7,1,45.2,47,9.5,16,0,3.9,,3282.1,48.34,48.514,,,,
"AERCA","REG",1996,3,5,3717,65,4.88,-20.7,7.8,7,3.5,1.6,0.3,8.3,8,12.9,10,0,5,,1593.3,23.47,40.386,,,,
"AEREA","REG",1996,3,5,3717,65,4.71,-14.5,9.9,5,4,9.9,1,44.8,46,9.2,17,0,4.4,,1676.8,24.7,27.94,,,,
"AERCA","REG",1996,3,12,3724,72,4.6,-25,10.4,13,2,0.8,0.3,2.6,3,16,13,0,2.8,,1096.6,16.15,6.096,,,,
"AEREA","REG",1996,3,12,3724,72,4.5,-32.8,19.4,8,7.5,9.9,1.5,41.8,37,29,26,0,7.8,,1035.1,15.25,21.082,,,,
"AERCA","REG",1996,3,19,3731,79,4.11,-83.8,33.1,13,12,3.3,1,8.7,6,58,60,0,29.4,,236.4,3.48,13.716,,,,
"AEREA","REG",1996,3,19,3731,79,4.22,-65.3,25.5,8,5,2.5,0.8,3.5,6,40.7,47,0,26.6,,206.7,3.04,13.716,,,,
"AERCA","REG",1996,3,26,3738,86,4.36,-61.9,19.7,3,3.5,4.1,0.8,13.9,15,24,30,0,8.3,,1377,20.28,26.162,,,,
"AEREA","REG",1996,3,26,3738,86,4.49,-46.9,13.8,3,2,1.6,0.5,6.1,8,18.5,20,0,6.1,,1314.8,19.37,18.796,,,,
"AERCA","REG",1996,4,2,3745,93,4.69,-28.8,10.1,4,2.5,0.8,0.3,1.3,2,19.2,10,0,5,,1603.9,23.62,25.146,,,,
"AEREA","REG",1996,4,2,3745,93,4.57,-35.5,14.4,8,6,3.3,0.5,14.4,5,30.2,24,0,8.3,,1598.8,23.55,22.098,,,,
"AERCA","REG",1996,4,9,3752,100,4.9,-12.9,8,8,4,3.3,0.8,13.5,12,5.1,17,0,3.9,,973.5,14.34,16.256,,,,
"AEREA","REG",1996,4,9,3752,100,5.03,-8.8,5.9,9,2.5,2.5,0.5,10.9,10,3.5,11,0,2.2,,877.5,12.93,13.462,,,,
"AERCA","REG",1996,4,16,3759,107,4.95,-10.3,6.6,3,2,2.5,0.3,11.7,14,4,9,0,1.7,,3039.4,44.77,57.404,,,,
"AEREA","REG",1996,4,16,3759,107,5.07,-5.9,5.4,2,1,2.5,0.3,10,15,3.3,7,0,1.1,,2603.7,38.35,44.704,,,,
"AERCA","REG",1996,4,23,3766,114,4.68,-18.6,,,4,4.9,0.8,19.6,20,9.5,18,0,8.9,,3558.5,52.42,57.912,,,,
"AEREA","REG",1996,4,23,3766,114,4.75,-17.7,10.2,5,4.5,4.9,0.5,19.1,21,10.1,19,0,8.9,,3275.4,48.25,49.022,,,,
"AERCA","REG",1996,4,30,3773,121,4.24,-72.4,,25,29.9,17.3,3.3,57,58,53.3,77,0,39.3,,348,5.13,7.874,,,,
"AEREA","REG",1996,4,30,3773,121,4.32,-82,33.7,13,18.5,14.8,2,48.7,50,41.5,56,0,26.6,,340,5.01,5.588,,,,
"AERCA","REG",1996,5,7,3780,128,4.59,-28.9,17.8,5,5.5,8.2,1,31.3,31,12.3,30,0,14.4,,1714,25.25,28.448,,,,
"AEREA","REG",1996,5,7,3780,128,4.73,-22.3,14.9,5,4,6.6,1,28.3,30,10.4,26,0,14.4,,1801,26.53,26.924,,,,
"AERCA","REG",1996,5,14,3787,135,4.46,-40.7,18.2,4,2.5,1.6,0.5,3.9,5,16.8,35,0.71,22.2,,2737.7,40.33,42.672,,,,
"AEREA","REG",1996,5,14,3787,135,4.45,-41.6,16.5,4,1.5,0.8,0.5,3.9,5,17.3,23,0.36,10,,2503.6,36.88,38.608,,,,
"AERCA","REG",1996,5,21,3794,142,4.72,-25.3,13.7,8,6.5,1.6,1.8,2.2,3,18.7,31,0.71,25.5,,3261.5,48.04,48.26,,,,
"AEREA","REG",1996,5,21,3794,142,4.67,-25,13.7,8,5.5,1.6,0.5,1.3,3,18.7,29,0,22.7,,3196.4,47.08,44.45,,,,
"AERCA","REG",1996,6,4,3808,156,,,3.7,,1,0.8,0.3,1.3,0,0,0,0,4.4,,3808.7,56.1,58.166,,,,
"AEREA","REG",1996,6,4,3808,156,,,4,,1.5,0.8,0.3,0.4,0,0,0,0,4.4,,3715.4,54.73,57.658,,,,
"AERCA","REG",1996,6,11,3815,163,4.18,-80.9,34.2,10,5.5,3.3,2,9.1,15,43.9,55,0,19.4,,1585.1,23.35,25.654,,,,
"AEREA","REG",1996,6,11,3815,163,4.21,-74.7,31.2,6,4.5,3.3,1,8.7,14,37.9,48,0,16.6,,1524.6,22.46,21.844,,,,
"AERCA","REG",1996,6,18,3822,170,4.36,0.2,23.6,26,8,2.5,2.8,0.9,16,63.4,70,0.36,15.5,,267.5,3.94,6.858,,,,
"AERCA","REG",1996,6,25,3829,177,4.76,-16.1,8.4,3,1.5,0.8,0,1.7,4,6.2,9,0,3.9,,3844.9,56.63,58.166,,,,
"AEREA","REG",1996,6,25,3829,177,4.8,-13.7,8.3,3,1.5,0,0,1.7,3,6.2,9,0,3.9,,3673.5,54.11,53.848,,,,
"AERCA","REG",1996,7,2,3836,184,7.69,,,,20,7.4,2.3,6.5,12,29.1,44,2.13,12.2,,81.2,1.2,2.54,,,,
"AERCA","REG",1996,7,9,3843,191,4.86,-14.7,8.1,4,3.5,0.8,0.3,0.9,3,9.1,16,0,8.9,,3379.7,49.78,53.34,,,,
"AEREA","REG",1996,7,9,3843,191,4.88,-13.5,7.8,3,3,0.8,0.3,0.9,2,8.4,15,0,8.3,,3480.8,51.27,51.054,,,,
"AERCA","REG",1996,7,16,3850,198,4.69,-21.6,10.6,10,3,1.6,0.5,5.2,7,10.4,19,0,5,,6921.7,101.95,4.902,,,,
"AEREA","REG",1996,7,16,3850,198,4.7,-1.4,1,6,4,1.6,0.5,4.8,7,10.8,21,0,5,,6697.9,98.66,97.536,,,,
"AERCA","REG",1996,7,23,3857,205,4.42,-40.4,18.6,5,2,0.8,0.5,1.7,3,16.2,32,0,13.9,,2115.2,31.16,32.004,,,,
"AEREA","REG",1996,7,23,3857,205,4.81,-38.6,17.2,6,1,0.8,0.3,0.9,2,16,31,0,11.6,,2334.4,34.39,34.29,,,,
"AERCA","REG",1996,7,30,3864,212,4.44,-38.6,17.8,7,2.5,0.8,0.3,3.5,7,16.4,33,0,10,,2981.1,43.91,43.688,,,,
"AEREA","REG",1996,7,30,3864,212,4.51,-33.6,15.3,7,2,0.8,0.3,2.2,6,15.1,28,0,8.9,,2901.5,42.74,43.18,,,,
"AERCA","REG",1996,8,8,3873,221,4.54,-31.2,14.8,4,5.5,1.6,0.8,1.3,7,22.2,21,0,5.5,,184.1,2.71,2.032,,,,
"AERCA","REG",1996,9,3,3899,247,5.28,-4.6,3.6,3,3.5,1.6,0.5,5.7,7,3.7,4,0,1.7,,2495.6,36.76,36.068,,,,
"AEREA","REG",1996,9,3,3899,247,5.26,-5.9,4,2,3,1.6,0.8,5.2,7,3.5,4,0,1.7,,2377.9,35.03,35.052,,,,
"AERCA","REG",1996,9,10,3906,254,4.59,-32.3,13,3,3.5,0.8,0.3,1.7,4,11.7,25,0.36,5.5,,1585.1,23.35,24.892,,,,
"AEREA","REG",1996,9,10,3906,254,4.68,-25.4,11,3,2.5,0.8,0.3,1.3,4,10.5,20,0,5,,1454.1,21.42,21.082,,,,
"AERCA","REG",1996,9,17,3913,261,5.16,-10.6,3.9,1,2,0.8,0.3,1.3,4,2.9,5,0,0,,4941.3,72.78,74.676,,,,
"AEREA","REG",1996,9,17,3913,261,5.21,-6.1,3.4,1,1.5,0.8,0,1.3,5,2.5,4,0,0,,4434.7,65.32,66.548,,,,
"AERCA","REG",1996,9,24,3920,268,4.82,-12.3,8.2,10,7.5,2.5,2,2.6,5,10.7,12,0,0.6,,663.5,9.77,11.684,,,,
"AEREA","REG",1996,9,24,3920,268,4.91,-12.6,6.5,3,5.5,1.6,0.5,1.7,4,9,8,0,1.1,,592.8,8.73,8.382,,,,
"AERCA","REG",1996,10,1,3927,275,4.72,-21.4,13,3,4.5,5.8,1,22.2,28,12.5,18,0,3.3,,886.3,13.05,15.24,,,,
"AEREA","REG",1996,10,1,3927,275,4.82,-18.3,11,2,4,4.9,0.8,22.2,29,10.5,14,0,2.2,,872.1,12.85,12.192,,,,
"AERCA","REG",1996,10,8,3934,282,4.22,-75.6,33,15,11,7.4,3.8,23.5,31,35.5,58,0,12.7,,417.2,6.15,8.382,,,,
"AEREA","REG",1996,10,8,3934,282,4.29,-58.9,27,4,5.5,4.9,0.8,17,22,27.4,46,0,11.6,,381.5,5.62,5.588,,,,
"AERCA","REG",1996,10,17,3943,291,4.92,-11.7,12,32,17.5,12.3,6.6,5.7,5,16.7,29,0,5.5,,2188.5,32.24,27.686,,,,
"AEREA","REG",1996,10,17,3943,291,5.03,-7.8,13,36,12.5,6.6,37.1,5.2,7,19.5,30,0,10.5,,2052.8,30.24,30.48,,,,
"AERCA","REG",1996,10,22,3948,296,5.31,-4.9,4.9,,2.5,3.3,0.5,14.8,18,1.5,4,0,0.6,,1807.6,26.63,22.86,,,,
"AEREA","REG",1996,10,22,3948,296,5.34,-4.4,4.9,1,2.5,3.3,0.8,16.1,20,1.6,4,0,0.6,,1574.4,23.19,20.574,,,,
"AERCA","REG",1996,10,29,3955,303,4.19,-73.7,31,9,3,1.6,0.8,4.8,6,39.8,44,0,13.9,,2184,32.17,31.242,,,,
"AEREA","REG",1996,10,29,3955,303,4.23,-66.5,28,7,3,1.6,0.8,5.2,7,36,40,0,13.3,,2164.7,31.89,35.306,,,,
"AERCA","REG",1996,11,5,3962,310,4.18,-77.6,34,9,8,3.3,1,8.7,12,39.1,47,0,15.5,,431.4,6.35,12.192,,,,
"AEREA","REG",1996,11,5,3962,310,4.35,-51.7,24,6,8.5,3.3,0.5,5.2,9,28.6,30,0,10.5,,561.6,8.27,9.398,,,,
"AERCA","REG",1996,11,13,3970,318,4.56,-33.3,21,4,5,12.3,1.5,51.3,65,16.5,24,0,4.4,,1201.5,17.7,18.796,,,,
"AEREA","REG",1996,11,13,3970,318,4.75,-22.9,15,3,5,9.9,1.5,40.9,52,13.4,17,0,4.4,,1137.8,16.76,17.78,,,,
"AERCA","REG",1996,11,26,3983,331,4.74,-23,8.7,8,1.5,0.8,0.3,0.9,2,8.3,11,0,1.7,,672.6,9.91,22.86,,,,
"AEREA","REG",1996,11,26,3983,331,4.77,-20.9,7.8,5,1.5,0,0,0.4,1,8,9,0,1.1,,852.6,12.56,20.574,,,,
"AERCA","REG",1996,12,3,3990,338,4.96,-15.4,10,2,2.5,6.6,1,30,38,5.5,12,0,2.2,,4597,67.71,73.914,,,,
"AEREA","REG",1996,12,3,3990,338,4.73,-22.1,9.7,6,1.5,1.6,0.5,7.8,9,8.4,11,0,1.7,,3960,58.33,69.85,,,,
"AERCA","REG",1996,12,10,3997,345,5.28,-3.9,7,21,3,5.8,2,27,35,2.3,6,0,0.6,,2843.3,41.88,46.99,,,,
"AEREA","REG",1996,12,10,3997,345,5.4,-2.5,3.6,13,3.5,2.5,1.8,10.4,12,1.8,4,0,0.6,,2223.7,32.75,31.496,,,,
"AERCA","REG",1996,12,17,4004,352,4.63,-27,13,3,4,4.1,0.5,13.1,14,10.9,20,0,3.3,,817.3,12.04,14.732,,,,
"AEREA","REG",1996,12,17,4004,352,4.32,-53.4,26,4,5.5,6.6,1.5,24.8,32,20.7,42,0,6.1,,525.8,7.74,7.366,,,,
"AERCA","REG",1996,12,23,4010,358,4.57,-32.4,14,,2.5,0.8,0.3,9.6,12,19.2,14,0,3.9,,2934.8,43.23,46.228,,,,
"AEREA","REG",1996,12,23,4010,358,4.57,-30.4,14,,3,0.8,0.5,10.9,13,19.1,14,0,3.3,,3232.1,47.61,49.53,,,,
"AERCA","REG",1996,12,31,4018,366,4.46,-42.6,21,3,3,4.9,0.8,26.1,32,47.3,30,0,6.1,,2754.9,40.58,92.71,,,,
"AEREA","REG",1996,12,31,4018,366,4.34,-53,26,4,5,5.8,1,30.5,42,47.9,35,0,9.4,,2824.6,41.61,44.958,,,,
"AERCA","REG",1997,1,7,4025,7,4.71,-21.2,9.8,10,5.5,1.6,1,1.7,8,14.5,17,0,5.5,,527.2,7.77,12.7,,,,
"AEREA","REG",1997,1,7,4025,7,4.34,-53.6,22.6,9,5.5,1.6,0.8,5.7,8,32.1,33,0,8.9,,946.6,13.94,14.732,,,,
"AERCA","REG",1997,1,14,4032,14,4.48,-40.5,32.9,32,18,23,4.1,100.9,130,27,47,,,,211.3,3.11,16.256,,,,
"AEREA","REG",1997,1,14,4032,14,4.92,-14.3,12.2,2,4.5,8.2,1.3,37.8,46,9.4,17,0,2.8,,950.2,14,16.256,,,,
"AERCA","REG",1997,1,21,4039,21,4.46,-40.5,22.1,7,5,6.6,1.5,30.5,38,16.8,32,0,7.2,,1127.6,16.61,20.32,,,,
